id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3532347,Spacious house like empire,13832870,International,,Pacific Heights,37.7903263017727,-122.42706604466963,Entire home/apt,277,30,2,2015-04-27,0.05,5,365
3534282,Valencia Corridor - Master Bedroom,1393654,Gary,,Mission,37.76206130413342,-122.42200737142957,Private room,119,3,78,2018-02-07,1.78,1,81
3534522,Lovely 2BD Family Friendly Home,7984529,Jeanette,,Ocean View,37.71776811132369,-122.4536578939776,Entire home/apt,150,4,15,2017-07-11,0.35,1,13
3549398,Stunning SF Bay View in The Castro,17827693,Michael,,Castro/Upper Market,37.756435180389836,-122.44080387647983,Private room,99,1,272,2018-02-28,6.21,1,244
3563261,Charming Noe Valley Flat w/ Terrace,9699999,Will,,Noe Valley,37.75374496733843,-122.42678603514013,Entire home/apt,185,30,54,2018-01-17,1.26,1,335
3565068,Charming Victorian in NOPA,3077248,Beatrice,,Haight Ashbury,37.774131112713754,-122.44109073133878,Entire home/apt,400,4,26,2017-12-26,0.59,1,0
3569750,Spacious 1BD Hidden Garden Apt,1363457,Cindy,,Bernal Heights,37.746709050448835,-122.40568538232483,Entire home/apt,145,3,101,2018-02-28,2.31,1,107
3571735,Nice Quiet Furnished Room Upstairs,4191595,Laura & Larry,,Bernal Heights,37.73640248688046,-122.42402154580893,Private room,39,30,12,2017-12-16,0.32,3,161
3591813,"Stylish, large 2bd by Alamo Square",18094294,Nicole,,Western Addition,37.77445486706095,-122.43729081663204,Entire home/apt,300,30,19,2017-12-09,0.44,1,233
3594786,2 bedrooms/2 Bath in heart of Mission,18110990,Insiya,,Mission,37.75932618600586,-122.41907068465494,Private room,225,2,56,2018-02-02,1.28,1,160
3611131,Centrally located in SF & Cozy!,18196029,Mylinh,,Western Addition,37.77826893601072,-122.43966030821888,Entire home/apt,133,3,159,2018-02-23,3.62,1,154
3615642,Spacious and Sunny by the Bay,214187,Alan,,Marina,37.80632441510462,-122.43648589302263,Private room,150,30,0,,,1,0
3630122,"Heartfelt Space, Great Noe Location",2544554,Joel,,Noe Valley,37.7516058224362,-122.43009977067304,Entire home/apt,675,5,1,2017-08-15,0.15,1,192
3636904,Ideal 1-Bedroom Apt. in SF Mission,18342035,Lisa,,Mission,37.76852807846753,-122.4220284066595,Entire home/apt,140,2,48,2018-02-25,1.15,1,2
3655811,Furnished 1 Bedroom in the Best Location,13832870,International,,Russian Hill,37.798508323004604,-122.42065783364602,Entire home/apt,138,30,9,2017-06-07,0.21,5,365
3656251,Big Cozy room w/ view in awesome Bernal/Mission,5136538,Blu Patti,,Bernal Heights,37.73758637288526,-122.42299435385179,Private room,59,1,90,2018-02-20,2.08,2,203
3663532,SoMa 1Br with Garden Oasis,3554039,Jimmy,,South of Market,37.77776691336659,-122.40380299381806,Entire home/apt,175,1,35,2018-02-01,0.80,2,56
3664261,Private 2BR in Heart of SF,2555455,Max,,Castro/Upper Market,37.76539656598148,-122.43742553904784,Entire home/apt,229,2,134,2018-02-25,3.51,1,28
3672198,Bright 1-bedroom with great views,10839658,Manu,,Pacific Heights,37.797527272910436,-122.42392245105162,Entire home/apt,180,30,110,2017-11-12,2.52,1,261
3689368,"Lovely house, 3 beds, free parking, garden",15698216,Brendan,,Bayview,37.7283745777878,-122.39780062685708,Entire home/apt,224,1,253,2018-02-16,5.84,2,292
3689632,Union Square Luxury Suite 201,18780326,Eleanor,,Downtown/Civic Center,37.78982335721046,-122.41113757007436,Private room,225,30,20,2017-08-05,0.48,2,362
3712105,Union Square Luxury Suite 301,18780326,Eleanor,,Downtown/Civic Center,37.78950570985237,-122.41099017626605,Entire home/apt,325,30,21,2017-06-19,0.48,2,362
3712976,"Quiet, Elegant, Everything You Need",1518236,Regina,,Glen Park,37.73836029052222,-122.42704536777916,Entire home/apt,178,30,23,2017-03-31,0.53,1,225
3716504,Latin Style in the Mish #3-Classic 1906 Victorian,4843181,Nancy,,Mission,37.74913665609551,-122.41878185783904,Private room,95,7,58,2018-01-21,1.33,3,342
3718865,Lovely Garden Apt with Free Parking,2348306,Katie,,Excelsior,37.71953972349506,-122.42683928993574,Entire home/apt,113,2,145,2018-02-25,3.34,1,3
3719923,Le P'tit Sunny and Santa Marie,6081814,Nancy,,Glen Park,37.74152067307631,-122.42617028036882,Private room,118,1,3,2015-05-24,0.07,1,0
3720392,Golden Gate Park Orange Studio UCSF,5020218,Kelly,,Inner Sunset,37.76099144334589,-122.46520966998877,Entire home/apt,141,2,180,2018-02-19,4.20,2,14
3721927,Upscale Golden Gate Pk Master Suite,5020218,Kelly,,Inner Sunset,37.759266433001414,-122.46311191325687,Entire home/apt,199,2,202,2018-02-18,4.62,2,8
3722574,Best Location in North Beach with Balcony View!,18763241,Charles,,North Beach,37.803181613969606,-122.40865948903033,Entire home/apt,150,1,37,2017-08-23,0.93,1,78
3727061,Beautiful 3 bedroom apartment,6334749,Tim,,Mission,37.7551067848281,-122.41514792903101,Entire home/apt,425,2,114,2018-02-27,2.61,2,238
3742189,"Gorgeous, Prime Mission location w/ Gated Parking",3682068,Alex,,Castro/Upper Market,37.765343786198265,-122.42798458638296,Private room,120,1,153,2018-02-13,3.56,1,332
3751230,Business traveler friendly 2BR in the Mission,1040664,Erin,,Mission,37.76218778904179,-122.42182547892486,Entire home/apt,200,30,15,2017-11-18,0.57,1,324
3754870,Apartment in the Castro,19218746,Chris,,Castro/Upper Market,37.76059856415011,-122.4365915667149,Entire home/apt,165,5,67,2018-02-19,1.54,1,275
3757966,Cozy Quiet Gorgeous Cole Valley Apt,17088398,Margaret,,Haight Ashbury,37.762234068363625,-122.44966534819278,Entire home/apt,200,30,29,2017-11-09,0.67,1,306
3757993,Charming Updated SF Bungalow,19238372,Jeanine,,West of Twin Peaks,37.72681743925652,-122.45962222156648,Private room,115,7,13,2017-11-27,0.41,1,274
3759246,"Private Unit, Bathroom, Parking",19246456,David,,Outer Sunset,37.75574653336642,-122.47916842783397,Entire home/apt,99,1,226,2018-02-13,5.19,1,2
3759368,"Charming, Private Castro Garden Apt",17120264,Leo,,Castro/Upper Market,37.76610284243083,-122.4351977899801,Entire home/apt,165,3,213,2018-02-24,4.90,1,30
3761446,Amazing Large Central Flat,8056326,Rob,,Nob Hill,37.7914805755193,-122.41386147863004,Entire home/apt,1250,2,22,2018-02-25,0.69,1,344
3767297,2Bd 2Ba with Kitchenette T.S.,1623449,Lisa-Marie,,Nob Hill,37.79060051383657,-122.40904754676784,Entire home/apt,425,3,3,2016-01-14,0.07,4,364
3767600,1Bd 1Ba Cozy Timeshare,1623449,Lisa-Marie,,Chinatown,37.7920298530239,-122.40746117265205,Entire home/apt,320,3,5,2017-03-15,0.12,4,358
3767697,1 Room 2Beds 1 ba,1623449,Lisa-Marie,,Downtown/Civic Center,37.787227096344246,-122.4098730463614,Entire home/apt,300,2,0,,,4,347
3780418,Modern Studio w/Quiet Courtyard,16440881,Raveevarn,,South of Market,37.77576471108707,-122.41549150786982,Entire home/apt,170,2,256,2018-02-26,5.99,1,215
3790877,Top Floor Condo with Bay View,6275305,Lei,,Potrero Hill,37.75847746035914,-122.39524983897354,Entire home/apt,220,3,10,2018-03-02,0.35,1,27
3792754,Golden Gate Park Charmer!,8876828,Angie,,Inner Richmond,37.777859780277616,-122.46567737917532,Entire home/apt,250,2,31,2017-02-26,0.75,1,57
3793678,Beautiful Garden 1BR Apartment,19480577,Trisha & Adam,,Outer Richmond,37.77443817824601,-122.48746195741062,Entire home/apt,164,5,59,2017-10-25,1.36,1,330
3793831,"Lovely, modern 1bd Mission Dolores",19205444,Dorian,,Castro/Upper Market,37.7651231611558,-122.42679987638863,Entire home/apt,199,2,158,2018-02-16,3.67,1,29
3808193,Quiet Inner Sunset 1BR Apartment,397255,James,,Inner Sunset,37.76516451303059,-122.47377756910865,Entire home/apt,195,30,19,2018-02-22,0.47,1,149
3811916,Separate entrance Castro Studio,19595581,Amanda,,Castro/Upper Market,37.75655592249436,-122.43435793262127,Private room,130,3,165,2018-01-27,3.97,1,68
3812931,Chic Urban Oasis - fireplace & view,19604086,Carter,,Mission,37.75470020607421,-122.40303419054385,Entire home/apt,137,30,96,2018-01-21,2.22,1,254
3826011,Perfect Condo For Business Travelers,10474332,Shahin And Muna,,Chinatown,37.792339973446275,-122.40689639607952,Entire home/apt,185,30,22,2017-12-30,0.52,1,280
3830083,Beautiful CowHollow Private Bedroom,19714891,Michelle,,Marina,37.798756543545814,-122.44184229698432,Private room,108,2,124,2017-11-11,2.86,1,314
3832296,"Spacious Inlaw w/ Private Entrance, Kitchen & LR",4722846,Michael,,Outer Mission,37.72829794551131,-122.44826128514651,Entire home/apt,150,3,95,2018-02-04,2.21,1,64
3844037,Elegant 2BD Victorian in Hayes,19814224,Natalie,,Western Addition,37.773714300914705,-122.4247150508026,Entire home/apt,350,4,127,2018-02-26,3.10,1,119
3861272,Cole Valley Gem 3 Bedrooms/2.5 Baths,5502762,Gerald,,Haight Ashbury,37.76440665325002,-122.4471924616973,Entire home/apt,450,3,19,2017-11-10,0.57,1,5
3863281,New Modern 2k sq ft Home in Mission,19937219,Rick,,Mission,37.75726619441195,-122.41873234138068,Entire home/apt,450,2,183,2018-03-01,4.25,1,43
3870174,Alamo Square w King Bed or 2 TwinXL,180342,Jack & Jason,,Western Addition,37.77814882093341,-122.43696927546789,Private room,99,2,127,2018-02-26,3.16,2,272
3877462,Private Floor. 2 Rooms Private Bath. Rooftop Patio,20037498,Carly,,Potrero Hill,37.76145767207143,-122.40241302804385,Private room,85,3,62,2017-12-18,1.44,2,74
3883252,Private studio in the sunny Mission,5162952,Lauren,,Mission,37.76829039791973,-122.42478700984523,Entire home/apt,166,2,134,2018-02-28,3.11,1,10
3889219,Art Deco Condo in Pacific Heights,734170,Ian,,Pacific Heights,37.7965877280697,-122.42750693260898,Private room,320,1,17,2018-01-11,0.40,1,358
3890704,"Charming Hayes Valley Vict. Flat 2brms,3bth",880855,Tony,,Western Addition,37.77089668054872,-122.4285367863037,Entire home/apt,140,30,27,2017-12-22,0.68,2,351
3895335,Bright Beautiful Bernal Bedroom,1525506,Valerie,,Bernal Heights,37.73670731959864,-122.41442433778614,Private room,90,30,8,2015-10-22,0.24,1,0
3896093,Bedroom with 2 bed and private bathroom,10920797,Jimmy,,Ocean View,37.717170214394315,-122.46829491532803,Private room,60,1,37,2018-02-18,0.88,4,288
3896205,Pacific Heights Old World Studio-Pvt Entrance,20169016,Springer,,Pacific Heights,37.788824366672635,-122.44693525406865,Entire home/apt,123,3,30,2018-01-28,1.08,2,266
3939813,Amazing View from Russian Hill 1BD,8567391,Christopher,,Russian Hill,37.80493743885676,-122.42331300707517,Entire home/apt,225,2,38,2017-10-09,0.91,1,144
3946395,Bright Bernal room with garden,359673,Marlita,,Bernal Heights,37.74376408426205,-122.40898684556704,Private room,115,2,54,2018-02-18,1.27,1,72
3962831,2 bdrms in shared Marina home,3080489,Beth,,Marina,37.8044238707446,-122.43761669223348,Entire home/apt,595,2,12,2017-10-13,0.34,3,362
3985406,Sunny Visitacion Valley SF next to McLaren Park,20593383,Brian And Narumon,,Visitacion Valley,37.71556511500127,-122.41006867030325,Entire home/apt,80,2,20,2018-02-23,4.96,1,26
3992022,Hand-PaintedMural:ParkView+Breakfast+Parking+3bath,5565510,Lulu,,West of Twin Peaks,37.73531929577014,-122.46429460671335,Private room,46,1,72,2018-02-18,1.71,5,356
3994686,1 bedroom Apt with add't Murphy Bed,10374314,Dave,,Potrero Hill,37.760571742803094,-122.39652587064045,Entire home/apt,282,3,40,2018-02-23,0.97,1,46
4013746,Deluxe Garden Studio,93238,Chuck And Sue,,Outer Sunset,37.750853665952526,-122.47896134638863,Entire home/apt,145,2,194,2018-01-30,4.62,1,92
4022209,Hotel Pac Hgts King Free Car Park#B,20850212,Young,,Pacific Heights,37.79707438906305,-122.42504421770124,Entire home/apt,109,1,41,2017-11-11,1.01,15,3
4022990,Hotel Pac Hgts 2 Bed Free Car ParkB,20850212,Young,,Marina,37.797442099925995,-122.42535371324544,Entire home/apt,129,1,176,2018-02-15,4.31,15,238
4025466,Cozy Double Bed Hotel w/Shared Bath,20870285,San Remo,,North Beach,37.80478950861729,-122.41403469008087,Private room,129,1,15,2018-02-01,0.59,3,264
4026354,Cozy 2 BR + Nice Ocean View+parking,20860681,Candy,,Parkside,37.744742241787314,-122.4908469254001,Entire home/apt,209,1,199,2018-02-20,4.80,1,90
4033038,Grand 3-Level Painted Lady Victorian with Parking,3442905,Simone,,Western Addition,37.78630614464708,-122.4423725034838,Entire home/apt,1850,2,7,2017-10-08,0.28,4,201
4037590,NobHill Penthouse-Top View&Location,20871995,Randy,,Nob Hill,37.79706916058915,-122.4105065515515,Entire home/apt,9000,30,2,2016-09-22,0.09,1,89
4040760,"Luxury, 2 bathroom apartment",1782343,Kerry,,Marina,37.79885370778917,-122.42676166556015,Entire home/apt,249,2,12,2018-01-01,0.60,1,0
4045632,Room with a Cable car view,20130105,Clark,,Nob Hill,37.79495196193368,-122.41219797168964,Private room,95,1,246,2018-02-15,5.78,3,102
4052091,Luxurious Guest Room & Bath,1792703,Tom & Beth,,Western Addition,37.7803878571714,-122.43315399163461,Private room,165,2,87,2018-02-10,2.07,3,344
4058557,Small Room in The Heart of SF,20130105,Clark,,Nob Hill,37.794609063181724,-122.41213183037765,Private room,85,1,235,2018-02-13,5.60,3,75
4059549,Hotel Pac Hgts 2 Bed Free Car ParkC,20850212,Young,,Marina,37.797928368766954,-122.42527421165565,Entire home/apt,129,1,143,2018-02-04,3.48,15,262
4060206,Charming home above Dolores Park,13018597,Amy,,Castro/Upper Market,37.758200141267615,-122.43048673216943,Entire home/apt,279,7,1,2017-04-01,0.09,1,144
4061282,"Sunny, private room w/attached bath",10235302,Deepali,,Pacific Heights,37.789146534129614,-122.44660577848977,Private room,148,4,47,2018-02-05,1.44,1,361
4068598,San Francisco Mid Century Modern with Views,7270890,Kristin,,Bayview,37.73908081323667,-122.38356907797605,Entire home/apt,210,2,115,2018-02-25,5.50,1,190
4069838,"Suburb Hideaway, Private Yard, Parking, W/D",6782071,Ashley,,Outer Mission,37.72670833132862,-122.43537615117144,Entire home/apt,155,2,289,2018-02-09,6.98,1,164
4069917,In the center of the city!,21109147,Mike,,Western Addition,37.76941608966342,-122.4303163505191,Entire home/apt,225,3,66,2018-02-10,1.69,1,1
4074316,Luxury flat near the famous Dolores Park!,21131005,Bonnie,,Castro/Upper Market,37.761767891839234,-122.42881983424952,Entire home/apt,210,5,8,2017-11-10,0.36,1,7
4077186,Modern 2BR Next to Golden Gate Park,1999732,Danielle,,Inner Richmond,37.77627399397842,-122.45888151460584,Entire home/apt,130,30,164,2017-11-28,3.88,1,60
4093013,Cozy Victorian Home - 2 BR / 2 BATH,2343472,Sal,,Western Addition,37.77851941573338,-122.44247019837758,Entire home/apt,1000,1,3,2015-08-12,0.07,2,365
4093807,Bay View Room in SF Gem + Magical Garden & Views!,3608449,Jeannie (And Skate),,Bernal Heights,37.74383490053314,-122.40959471461396,Private room,119,3,57,2018-02-20,3.21,3,339
4093967,Beautiful Garden Room in SF Magical Oasis + Views!,21235826,Skate (And Jeannie),,Bernal Heights,37.744367830286336,-122.40903532569672,Private room,129,3,170,2018-02-21,4.19,2,311
4097700,SWEET  Suite BAKER Street,3594968,Caroline,,Marina,37.798264818020165,-122.44547701269738,Private room,220,3,2,2017-11-11,0.40,1,365
4099682,Quiet Room/Bath Super easy transit!,6137750,Liz & Wolf,,Twin Peaks,37.75139556763247,-122.44413610791449,Private room,85,2,107,2018-02-25,2.54,1,39
4100473,Large Alamo Square One Bedroom apt,8860167,William,,Western Addition,37.77649156234814,-122.43672251184633,Entire home/apt,135,5,34,2018-02-15,0.87,1,219
4103906,"View house 1 Room 1 B, Potrero Hill, easy parking",4221614,"Cris, Daniela & Olivia",,Potrero Hill,37.759481475211395,-122.40349975908917,Entire home/apt,400,2,1,2014-09-22,0.02,3,0
4104344,Contemporary SF - Private Bath #2,1635200,David,,Castro/Upper Market,37.76255220968046,-122.44548264100015,Private room,123,2,89,2018-02-22,4.01,2,66
4105694,"2 large BR + Den, 1.5 Ba Quiet classy neighborhood",21299098,Jimmy,,West of Twin Peaks,37.73462648636633,-122.45865992179095,Entire home/apt,200,2,27,2017-09-19,0.65,1,67
4105892,Music Room in SF Gem with Magical Garden + Views!,21235826,Skate (And Jeannie),,Bernal Heights,37.744607758495675,-122.40965870936623,Private room,129,3,89,2018-02-21,2.32,2,331
4105958,Cozy & Comfy Place w/ Private Entry & Living Space,148524,Paul,,Inner Sunset,37.756542594171066,-122.46642517515016,Private room,125,3,135,2018-02-28,3.23,1,39
4106442,Cozy SF Mission Garden Apt with Private Patio,21269104,Samantha,,Mission,37.754514942989545,-122.41649677240356,Entire home/apt,146,3,129,2018-02-11,3.13,1,253
4110344,Hotel Pac Hgts Queen Free Car ParkA,20850212,Young,,Marina,37.79782036926189,-122.42587349601285,Entire home/apt,99,1,65,2017-10-15,1.58,15,3
4111104,Mission Mural Hideaway,13136999,Sean,,Mission,37.753721816058814,-122.40883013573362,Entire home/apt,249,3,6,2018-02-24,0.16,1,0
4120530,Perfect Business or Vacation Home/Top 5 Location,3054821,Nidia,,North Beach,37.79949680652768,-122.4050025089404,Entire home/apt,220,30,19,2017-08-26,0.47,3,364
4121114,Noe Vly Victorian w/Twin Peaks View,18151037,Valerie,,Noe Valley,37.75240992266086,-122.43706859165883,Private room,145,2,80,2018-03-02,2.01,9,227
4121691,Sunny Garden Apartment Near Beach,13672361,Nan,,Parkside,37.73829044272225,-122.50461436173147,Entire home/apt,115,2,51,2018-02-25,1.22,1,27
4122671,Artistic Room with Private Entrance,21387911,Kerry,,Potrero Hill,37.75577665343656,-122.38946063068468,Private room,100,3,27,2017-11-10,0.65,1,62
4135201,Contemporary SF - Private Bath #1,1635200,David,,Haight Ashbury,37.76316868017908,-122.44677575930345,Private room,119,2,65,2018-02-12,2.41,2,63
4156390,SF Cozy Haven with Private Entrance & Private Bath,21567505,Jody,,Glen Park,37.73967314248477,-122.42694386011316,Private room,95,2,256,2018-02-26,6.12,1,233
4157431,Beautiful Apartment in Desirable Russian Hill,21573904,,,Russian Hill,37.79884095804784,-122.42024168852079,Entire home/apt,135,30,41,2018-02-03,0.98,1,336
4175174,Charming apartment in the Mission,4274771,Abigail,,Mission,37.76054861979581,-122.42567844715961,Entire home/apt,250,3,10,2018-01-02,0.30,1,63
4175303,"Beautiful, Central & 20% Donated",7434440,Stuart,,Western Addition,37.77290377962511,-122.42453323120137,Private room,80,5,67,2017-05-29,1.60,1,0
4183088,"Luxurious, Sunny Victorian - Alamo Square",1792703,Tom & Beth,,Western Addition,37.778369600280435,-122.43441652703395,Entire home/apt,1100,2,10,2017-11-09,0.32,3,173
4184406,Sunny Victorian - Bay Window Room,742560,Brian,,Castro/Upper Market,37.768248020310835,-122.4286117225157,Private room,180,4,137,2018-02-11,3.37,2,60
4215907,"Spacious, clean, quiet suite",5440227,LayKoon,,Bayview,37.718160736587855,-122.39399733918479,Entire home/apt,115,3,73,2018-01-30,1.76,1,89
4226825,Word-Class Views & Your Own Patio!,21936134,Venice,,Nob Hill,37.79531700941888,-122.41222860667744,Entire home/apt,198,2,47,2018-02-18,1.14,1,55
4227441,Private Bath & Entrance near UCSF,8812791,Maria,,Haight Ashbury,37.765668701186506,-122.45278428524048,Private room,125,2,154,2018-02-19,3.71,2,24
4228444,"Best Location for Business stay- sunny, cute+easy!",21945886,Karyn,,Potrero Hill,37.75432067200449,-122.40017140845237,Private room,78,30,45,2018-01-26,1.09,1,365
4242823,Stylish Modern Large Condo 3bed/2,21083116,Kim,,Marina,37.79920574232489,-122.4325483839598,Entire home/apt,525,7,13,2018-02-11,0.33,1,284
4243837,Beach Cottage,21915488,Mary,,Outer Sunset,37.75698810064139,-122.50765795521117,Entire home/apt,225,3,27,2018-02-19,0.66,1,313
4250927,"Noe Valley Modern: flex 2bd/2ba, the heart of Noe!",22058927,Andy,,Noe Valley,37.75038966438833,-122.43892988946344,Entire home/apt,239,30,62,2018-03-01,1.50,1,196
4251101,Private bathroom/Room and city view,13059334,Yann,,Parkside,37.73977194093222,-122.4776903310322,Private room,104,5,86,2018-01-14,2.09,2,335
4251491,Room in the heart of SF,20130105,Clark,,Nob Hill,37.79660649853228,-122.41248657708982,Private room,79,1,142,2018-02-17,3.44,3,93
4252808,"Charming Garden Apartment, Steps From The Beach",3059177,Heather,,Outer Sunset,37.757339759474036,-122.50854097888902,Entire home/apt,130,2,178,2018-02-27,6.87,1,125
4257302,Victorian Garden Suite in NOPA,22092975,Alexandra,,Western Addition,37.77662048711709,-122.44431574195183,Entire home/apt,165,2,150,2018-03-02,5.36,1,232
4258545,Jazzy Room,11883320,Kim,,Inner Richmond,37.77982368749784,-122.45469921796858,Private room,145,3,33,2017-08-17,0.80,7,329
4262533,Private room  with view  (Blue),10920797,Jimmy,,Ocean View,37.71649928298442,-122.4687071124841,Private room,66,1,77,2018-02-16,2.28,4,353
4263821,Bright small room with garden view,335127,Irene,,Noe Valley,37.750929941240855,-122.42702170620923,Private room,65,2,151,2018-02-14,5.07,4,12
4269254,Perfect getaway near Japantown,12798531,Marjorie,,Western Addition,37.782971661982515,-122.43155979536093,Entire home/apt,150,2,200,2018-02-18,4.87,1,276
4271413,"Quiet, Cozy, Private Haight Sanctuary",3336200,Michael,,Haight Ashbury,37.77071760816612,-122.44813154040213,Entire home/apt,160,1,13,2018-01-29,3.07,1,2
4275896,Hip Sunny Mission Victorian- Cozy Private Bed/Bath,8121456,Antonio,,Mission,37.750573066720726,-122.41722574898752,Private room,95,2,175,2018-02-28,5.36,1,202
4277696,Private Room for Business Traveler (Superhost),15673074,Brian,,Mission,37.77069712504959,-122.42375579963911,Private room,175,1,14,2018-02-08,0.38,2,69
4280408,"Oasis to relax, Sunny with Surrounding Views",11527863,Louise,,Pacific Heights,37.7928019826541,-122.43548206337115,Private room,160,2,35,2017-10-02,0.85,2,346
4287481,"Spacious, Private,Excellent Location; Free Parking",357468,Rumesha,,Outer Sunset,37.7629528056997,-122.48324337981244,Entire home/apt,140,2,198,2018-02-11,4.86,1,268
4295573,SF bedroom one block from Mission Street,260494,Jeff,,Excelsior,37.72424110040259,-122.43389757902229,Private room,53,30,92,2018-02-21,2.37,1,56
4297539,Tranquil Mission Studio with Patio,7281723,Shawna,,Mission,37.75649112323274,-122.41851557682085,Entire home/apt,185,2,168,2018-02-27,4.06,3,58
4305042,The Perfect SF Getaway,22347599,Joel & Mel,,West of Twin Peaks,37.74301451452373,-122.45920872347635,Entire home/apt,189,2,107,2018-02-19,2.77,1,91
4311670,Cool Victorian in Cool Neighborhood,3228078,Marla,,Noe Valley,37.75297198306312,-122.42724726404519,Private room,95,1,49,2018-02-25,1.21,3,351
4317833,Gorgeous North Beach Apartment,1257432,Rebecca,,Russian Hill,37.799657032780345,-122.4120803221796,Entire home/apt,575,2,5,2016-10-07,0.13,4,0
4318081,"Whole floor, private bath",1472764,Justin,,Diamond Heights,37.73601846633893,-122.44301620609683,Entire home/apt,158,1,4,2015-12-01,0.13,1,0
4319230,Cozy Cottage with Views & Spacious Peaceful Loft,160586,Made,,Excelsior,37.71999681767689,-122.43832184707055,Entire home/apt,115,30,1,2016-10-18,0.06,1,348
4321720,Modern room with view of Alamo Sq,7628795,Michael And Novita,,Haight Ashbury,37.77469240947981,-122.43956326268159,Private room,165,2,69,2018-02-23,1.68,1,153
4324832,"Potrero Hill home, 2/2, view, parkg",7180666,Lynne,,Potrero Hill,37.75815332070264,-122.40262876586424,Entire home/apt,250,4,80,2018-01-30,1.95,1,83
4330861,2 Bedroom Victorian in NOPA,9836166,Kacie,,Western Addition,37.776566946507714,-122.44551069789885,Entire home/apt,265,5,20,2018-02-19,0.51,1,25
4348890,Ingleside Hideaway,554628,Laura And Patrick,,Ocean View,37.718928056985796,-122.44918286590547,Entire home/apt,131,2,103,2018-02-07,2.58,1,312
4358868,Beautiful Victorian in Dogpatch,2335941,David,,Potrero Hill,37.75985565812572,-122.39082969890377,Entire home/apt,550,2,10,2017-11-10,0.41,1,53
4359078,Hotel Pac Hgts 2 Bed Free Car ParkD,20850212,Young,,Marina,37.797531729337265,-122.42534196341069,Entire home/apt,129,1,168,2018-02-16,4.11,15,263
4359626,Lovely view suite with parking.,22630933,Joh (Website hidden by Airbnb) An (Website hidden by Airbnb) Jo A,,Noe Valley,37.75377955606441,-122.43697801857904,Entire home/apt,155,4,20,2018-02-09,0.51,1,163
4360006,Lone Mountain Guest Room,674976,Phil,,Inner Richmond,37.77692667200549,-122.45823597974444,Private room,85,2,22,2018-02-25,0.54,2,9
4365969,Modern light-filled garden suite by GlenPark BART,22662933,Leslie,,Bernal Heights,37.73355175792208,-122.43099906538576,Entire home/apt,129,3,209,2018-02-20,5.83,1,214
4372435,"Cozy, well furnished 1 bedroom",22700332,Mariya,,Parkside,37.74156068193306,-122.4780336835931,Entire home/apt,120,3,12,2017-10-06,0.46,1,297
4377982,Large Room next to Public Transit,19206511,Coleman,,Ocean View,37.71192661009568,-122.45824705907997,Private room,70,1,144,2018-02-11,3.52,3,335
4379621,Elegant apartment in Haight-Ashbury,22740583,Greg,,Haight Ashbury,37.770000067290745,-122.44813676834384,Entire home/apt,211,2,126,2018-02-12,3.20,1,303
4384518,Large 3BR Noe Valley Craftsman Home w/ Backyard,423348,David,,Noe Valley,37.74188609639562,-122.42991830142388,Entire home/apt,299,3,24,2018-02-19,1.35,1,101
4387067,Upscale Sunny Private Bed and Bath,22338989,Jeffrey,,Pacific Heights,37.78980688799952,-122.43411193246891,Private room,129,1,363,2018-02-12,9.38,3,193
4392795,Cozy ground level condo!,9708817,Chadi,,Mission,37.75536768057958,-122.40749154626658,Entire home/apt,204,2,62,2018-02-22,1.94,1,207
4401445,Spectacular Nob Hill Penthouse! ,22847734,Paul,,Nob Hill,37.792551577126474,-122.41290168479037,Entire home/apt,800,4,32,2017-12-29,0.83,1,0
4402199,Chic Pacific Heights Jr. Studio PVT,20169016,Springer,,Pacific Heights,37.78897168027722,-122.44684680908385,Entire home/apt,185,3,112,2018-03-01,3.54,2,311
4417901,Private Room @Fun & Social Hostel#1,22931450,Sarah,,North Beach,37.799287967332624,-122.40629676335672,Private room,95,1,109,2018-02-16,2.69,22,84
4418649,Cozy room in a Nice Neighborhood,22936081,Zemfira,,Ocean View,37.721723049989045,-122.45335062050485,Private room,120,1,5,2017-10-08,0.73,1,28
4418675,"Modern, bright and spacious house",22457660,Laura,,Castro/Upper Market,37.75659467012594,-122.43558298173744,Entire home/apt,850,5,23,2017-10-06,0.59,1,173
4422501,Lower Pac Heights Victorian Home,12988140,Jonathan,,Pacific Heights,37.79066717371669,-122.429765605364,Entire home/apt,950,2,11,2017-12-30,0.29,1,363
4429475,Tranquil Cole Valley home + parking,356625,Mike,,Inner Sunset,37.76372567338091,-122.45248391114815,Entire home/apt,360,3,45,2018-02-19,1.16,1,97
4429527,Cozy & quiet 1BR in West Portal,7813710,Selim,,West of Twin Peaks,37.738541129039234,-122.46608251212176,Entire home/apt,120,2,47,2017-11-12,1.35,1,260
4430996,Private Room @Fun & Social Hostel#2,22931450,Sarah,,North Beach,37.79874762892417,-122.40543955869602,Private room,95,1,43,2018-02-01,1.08,22,138
4439461,Upscale Private Ensuite Bed & Bath,22338989,Jeffrey,,Pacific Heights,37.789738307429786,-122.43439174687441,Private room,129,1,355,2018-02-26,8.99,3,195
4445540,1BDR Castro/Twin Peaks Lookout,23071835,Jason,,Twin Peaks,37.75726044221923,-122.44501960144152,Entire home/apt,146,30,31,2018-01-31,0.96,3,273
