SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
040,3,6,01,000,Alabama,Alabama,4779736,4780127,4785822,4801695,4817484,4833996,4849377,5695,15873,15789,16512,15381,14966,59691,59066,58036,58059,11097,48810,48380,49746,49793,3869,10881,10686,8290,8266,1352,4949,5626,5626,5606,489,-98,-810,1913,2034,1841,4851,4816,7539,7640,-15,141,287,683,-525,116185,116211,115491,115691,117165,118470,12.451816252,12.280881768,12.026342074,11.99148272,10.181989769,10.05907053,10.308470825,10.284226374,2.2698264837,2.2218112377,1.7178712488,1.7072563455,1.0323840886,1.1697463994,1.1658315616,1.1578610057,-0.020443249,-0.168413541,0.3964158865,0.4201015493,1.0119408393,1.001332858,1.5622474481,1.577962555
050,3,6,01,001,Alabama,Autauga County,54571,54571,54684,55275,55192,55136,55395,113,591,-83,-56,259,171,636,615,593,618,152,505,563,535,492,19,131,52,58,126,33,16,12,12,11,52,398,-155,-161,129,85,414,-143,-149,140,9,46,8,35,-7,455,455,455,455,455,455,11.567948053,11.134546969,10.749764339,11.182383223,9.1852417719,10.193089339,9.698353999,8.9024798473,2.3827062814,0.9414576299,1.0514103401,2.2799033755,0.2910175611,0.217259453,0.2175331738,0.1990391836,7.2390618321,-2.806267935,-2.918570082,2.3341867892,7.5300793932,-2.589008482,-2.701036908,2.5332259728
050,3,6,01,003,Alabama,Baldwin County,182265,182265,183216,186694,190561,195443,200111,951,3478,3867,4882,4668,548,2187,2093,2162,2169,537,1819,1884,1912,1947,11,368,209,250,222,67,247,269,284,283,851,2692,3364,4244,3779,918,2939,3633,4528,4062,22,171,25,104,384,2307,2307,2262,2244,2297,2296,11.824497851,11.095943062,11.201956456,10.966897061,9.8348246871,9.9879391923,9.9066330919,9.8444207365,1.9896731637,1.1080038701,1.2953233645,1.1224763243,1.3354599768,1.4260911055,1.4714873421,1.4309045036,14.55489173,17.834090999,21.989409436,19.107378512,15.890351707,19.260182105,23.460896778,20.538283016
050,3,6,01,005,Alabama,Barbour County,27457,27457,27336,27225,27169,26978,26887,-121,-111,-56,-191,-91,69,334,300,263,285,131,320,291,285,307,-62,14,9,-22,-22,2,4,-1,-1,1,-64,-130,-65,-190,-60,-62,-126,-66,-191,-59,3,1,1,22,-10,3193,3193,3382,3389,3390,3402,12.243177361,11.030628378,9.7142962676,10.582010582,11.729990286,10.699709527,10.526898997,11.398867539,0.513187075,0.3309188513,-0.81260273,-0.816856957,0.1466248786,-0.036768761,-0.036936488,0.0371298617,-4.765308554,-2.389969482,-7.017932665,-2.227791701,-4.618683675,-2.426738243,-7.054869152,-2.19066184
050,3,6,01,007,Alabama,Bibb County,22915,22919,22879,22740,22634,22504,22506,-40,-139,-106,-130,2,57,266,245,250,243,28,278,238,229,227,29,-12,7,21,16,2,1,0,3,3,-69,-128,-113,-152,-8,-67,-127,-113,-149,-5,-2,0,0,-2,-9,2224,2224,2224,2225,2224,2224,11.66180758,10.799136069,11.077141211,10.797600533,12.187904163,10.490589324,10.14666135,10.086647412,-0.526096583,0.3085467448,0.9304798618,0.7109531215,0.0438413819,0,0.1329256945,0.1333037103,-5.611696881,-4.980826024,-6.734901857,-0.355476561,-5.567855499,-4.980826024,-6.601976162,-0.22217285
050,3,6,01,009,Alabama,Blount County,57322,57322,57344,57694,57748,57720,57719,22,350,54,-28,-1,152,744,711,645,676,131,566,593,563,564,21,178,118,82,112,5,15,7,11,12,-3,102,-66,-99,-114,2,117,-59,-88,-102,-1,55,-5,-22,-11,489,489,489,489,489,489,12.934856308,12.317873911,11.171926421,11.711813165,9.8402267077,10.273557284,9.7516194963,9.7713944161,3.0946296007,2.0443166265,1.4203069249,1.9404187493,0.2607833933,0.1212730202,0.1905289777,0.2079020089,1.7733270745,-1.143431333,-1.7147608,-1.975069084,2.0341104678,-1.022158313,-1.524231822,-1.767167075
050,3,6,01,011,Alabama,Bullock County,10914,10915,10886,10623,10589,10605,10764,-29,-263,-34,16,159,39,169,122,129,132,52,132,119,92,111,-13,37,3,37,21,7,16,13,13,14,-23,-333,-50,-18,128,-16,-317,-37,-5,142,0,17,0,-16,-4,1690,1690,1690,1779,1716,1726,15.714352132,11.502922874,12.173256582,12.354345079,12.273931842,11.220064115,8.6817023686,10.388881089,3.4404202892,0.2828587592,3.4915542135,1.9654639899,1.4877493142,1.2257212898,1.2267622912,1.3103093266,-30.9637826,-4.714312653,-1.698593942,11.979970986,-29.47603329,-3.488591363,-0.47183165,13.290280313
050,3,6,01,013,Alabama,Butler County,20947,20946,20945,20676,20409,20289,20296,-1,-269,-267,-120,7,68,274,241,247,252,62,263,277,262,238,6,11,-36,-15,14,0,6,6,6,6,-3,-293,-240,-108,-1,-3,-287,-234,-102,5,-4,7,3,-3,-12,333,333,333,333,333,333,13.166430408,11.731775587,12.138188609,12.418381175,12.637851085,13.48423999,12.875325569,11.72847111,0.5285793229,-1.752464403,-0.73713696,0.6899100653,0.2883159943,0.2920774005,0.294854784,0.2956757423,-14.07943106,-11.68309602,-5.307386112,-0.04927929,-13.79111506,-11.39101862,-5.012531328,0.2463964519
050,3,6,01,015,Alabama,Calhoun County,118572,118586,118443,117760,117264,116547,115916,-143,-683,-496,-717,-631,323,1385,1355,1327,1292,311,1327,1361,1418,1401,12,58,-6,-91,-109,6,27,43,33,31,-157,-726,-534,-643,-471,-151,-699,-491,-610,-440,-4,-42,1,-16,-82,2933,2934,2878,2956,2809,2809,11.727200755,11.530737286,11.351048496,11.115747452,11.236097763,11.581795902,12.129454987,12.0535311,0.4911029919,-0.051058615,-0.778406491,-0.937783647,0.22861691,0.3659200762,0.2822792769,0.2667091107,-6.147254692,-4.544216761,-5.50016894,-4.052257779,-5.918637782,-4.178296685,-5.217889663,-3.785548668
050,3,6,01,017,Alabama,Chambers County,34215,34170,34111,34004,34087,34175,34076,-59,-107,83,88,-99,94,401,393,396,404,80,442,475,472,452,14,-41,-82,-76,-48,7,31,29,32,32,-76,-93,132,112,-88,-69,-62,161,144,-56,-4,-4,4,20,5,458,458,458,458,458,458,11.774205388,11.543375777,11.60235563,11.838654379,12.978051824,13.951917287,13.829070347,13.245227176,-1.203846436,-2.408541511,-2.226714717,-1.406572797,0.9102253542,0.851801266,0.9375640913,0.9377151983,-2.730676063,3.877164383,3.2814743195,-2.578716795,-1.820450708,4.7289656489,4.2190384108,-1.641001597
050,3,6,01,019,Alabama,Cherokee County,25989,25986,25968,26073,26017,26115,26037,-18,105,-56,98,-78,47,221,245,244,243,110,309,334,328,307,-63,-88,-89,-84,-64,3,5,5,5,5,44,164,32,150,5,47,169,37,155,10,-2,24,-4,27,-24,290,290,290,290,290,290,8.493303357,9.4067959301,9.3608532188,9.3189139439,11.875252205,12.823958533,12.583442032,11.77327811,-3.381948848,-3.417162603,-3.222588813,-2.454364166,0.1921561845,0.1919754271,0.1918207627,0.1917472005,6.3027228531,1.2286427337,5.7546228804,0.1917472005,6.4948790377,1.4206181609,5.9464436431,0.383494401
050,3,6,01,021,Alabama,Chilton County,43643,43631,43682,43749,43709,43836,43931,51,67,-40,127,95,142,564,565,558,558,142,474,495,476,466,0,90,70,82,92,8,18,13,16,19,48,-60,-120,15,6,56,-42,-107,31,25,-5,19,-3,14,-22,393,393,393,393,393,393,12.901602406,12.920487548,12.747729739,12.715485319,10.842836065,11.319719179,10.874407448,10.619025374,2.0587663415,1.6007683688,1.8733222914,2.0964599451,0.4117532683,0.2972855542,0.3655263008,0.4329645539,-1.372510894,-2.744174347,0.342680907,0.1367256486,-0.960757626,-2.446888792,0.7082072077,0.5696902025
050,3,6,01,023,Alabama,Choctaw County,13859,13858,13849,13604,13559,13397,13323,-9,-245,-45,-162,-74,37,114,110,130,127,21,160,144,196,177,16,-46,-34,-66,-50,1,3,3,3,3,-23,-213,-10,-112,-18,-22,-210,-7,-109,-15,-3,11,-4,13,-9,129,129,129,129,129,129,8.3051032674,8.0992526599,9.6453479745,9.505988024,11.656285288,10.602658027,14.542216946,13.248502994,-3.35118202,-2.503405368,-4.896868972,-3.74251497,0.2185553491,0.2208887089,0.2225849533,0.2245508982,-15.51742979,-0.736295696,-8.309838255,-1.347305389,-15.29887444,-0.515406987,-8.087253302,-1.122754491
050,3,6,01,025,Alabama,Clarke County,25833,25840,25782,25592,25168,25166,24945,-58,-190,-424,-2,-221,64,260,291,270,288,46,299,286,282,303,18,-39,5,-12,-15,1,9,9,10,10,-81,-160,-447,-5,-212,-80,-151,-438,5,-202,4,0,9,5,-4,280,280,280,280,280,280,10.12185152,11.46572104,10.728334724,11.494482249,11.640129248,11.268715524,11.205149601,12.0931532,-1.518277728,0.1970055162,-0.476814877,-0.59867095,0.3503717834,0.3546099291,0.3973457305,0.399113967,-6.228831705,-17.61229314,-0.198672865,-8.4612161,-5.878459921,-17.25768322,0.1986728653,-8.062102133
050,3,6,01,027,Alabama,Clay County,13932,13932,13886,13677,13465,13506,13552,-46,-209,-212,41,46,33,153,147,133,141,39,211,183,153,187,-6,-58,-36,-20,-46,1,1,1,2,2,-37,-148,-180,61,80,-36,-147,-179,63,82,-4,-4,3,-2,10,255,255,255,255,255,255,11.101839422,10.831921008,9.8624448482,10.422056323,15.310379857,13.484636357,11.345519261,13.822159805,-4.208540435,-2.652715349,-1.483074413,-3.400103481,0.072561042,0.0736865375,0.1483074413,0.1478305861,-10.73903421,-13.26357674,4.5233769604,5.9132234459,-10.66647317,-13.18989021,4.6716844018,6.0610540321
050,3,6,01,029,Alabama,Cleburne County,14972,14972,14969,14967,14918,15017,15080,-3,-2,-49,99,63,37,184,184,170,198,22,174,159,175,179,15,10,25,-5,19,0,0,0,0,0,-10,-55,-76,92,54,-10,-55,-76,92,54,-8,43,2,12,-10,178,178,178,178,178,178,12.292891502,12.313869834,11.357942208,13.157457554,11.624799572,10.640789694,11.691999332,11.894873243,0.6680919294,1.6730801405,-0.334057124,1.2625843107,0,0,0,0,-3.674505612,-5.086163627,6.1466510773,3.5883975147,-3.674505612,-5.086163627,6.1466510773,3.5883975147
050,3,6,01,031,Alabama,Coffee County,49948,49948,50179,50465,51217,50861,50909,231,286,752,-356,48,172,677,623,615,589,77,508,492,474,501,95,169,131,141,88,47,106,219,161,149,91,19,391,-673,-174,138,125,610,-512,-25,-2,-8,11,15,-15,600,600,600,600,600,600,13.453360359,12.253889577,12.049609122,11.575120369,10.094988276,9.6772290081,9.2870158114,9.8457305689,3.3583720838,2.5766605692,2.762593311,1.7293898005,2.1064345614,4.3075470585,3.1544505182,2.9281713668,0.3775684591,7.6906433784,-13.18599502,-3.419475287,2.4840030205,11.998190437,-10.03154451,-0.491303921
050,3,6,01,033,Alabama,Colbert County,54428,54428,54505,54433,54473,54499,54543,77,-72,40,26,44,153,606,622,600,613,129,671,669,717,660,24,-65,-47,-117,-47,9,33,32,33,34,45,-7,60,98,96,54,26,92,131,130,-1,-33,-5,12,-39,474,474,474,474,474,474,11.125594375,11.422694801,11.012003083,11.243374113,12.318933705,12.285824472,13.159343685,12.105427267,-1.193339331,-0.863129671,-2.147340601,-0.862053154,0.6058491986,0.587662755,0.6056601696,0.6236129198,-0.128513466,1.1018676657,1.7986271703,1.7607894206,0.4773357323,1.6895304207,2.4042873399,2.3844023404
050,3,6,01,035,Alabama,Conecuh County,13228,13228,13219,13133,13005,12898,12670,-9,-86,-128,-107,-228,45,159,144,141,140,13,189,170,164,170,32,-30,-26,-23,-30,0,0,0,0,0,-37,-65,-99,-80,-191,-37,-65,-99,-80,-191,-4,9,-3,-4,-7,45,45,45,45,45,45,12.067395264,11.018440585,10.886769872,10.951188986,14.344262295,13.007881246,12.662625951,13.29787234,-2.276867031,-1.989440661,-1.775856078,-2.346683354,0,0,0,0,-4.9332119,-7.575177902,-6.176890708,-14.94055069,-4.9332119,-7.575177902,-6.176890708,-14.94055069
050,3,6,01,037,Alabama,Coosa County,11539,11758,11757,11344,11181,11065,10886,-1,-413,-163,-116,-179,20,95,107,89,93,11,163,140,100,106,9,-68,-33,-11,-13,-1,0,0,1,1,-5,-397,-127,-51,-177,-6,-397,-127,-50,-176,-4,52,-3,-55,10,338,338,338,338,338,338,8.2247521752,9.500554939,8.0014384608,8.4734180675,14.111943206,12.43063263,8.9903802931,9.6578743565,-5.887191031,-2.930077691,-0.988941832,-1.184456289,0,0,0.0899038029,0.0911120222,-34.37080646,-11.2763596,-4.585093949,-16.12682793,-34.37080646,-11.2763596,-4.495190147,-16.03571591
050,3,6,01,039,Alabama,Covington County,37765,37765,37784,38049,37809,37850,37914,19,265,-240,41,64,91,463,412,467,434,92,489,480,487,500,-1,-26,-68,-20,-66,0,7,7,8,8,22,253,-176,21,151,22,260,-169,29,159,-2,31,-3,32,-29,575,575,575,575,575,575,12.211042686,10.862400801,12.344863136,11.456628478,12.896759986,12.655224235,12.873551065,13.198880735,-0.6857173,-1.792823433,-0.528687929,-1.742252257,0.1846161961,0.1845553534,0.2114751715,0.2111820918,6.6725568024,-4.640248886,0.5551223252,3.9860619819,6.8571729986,-4.455693533,0.7665974967,4.1972440737
050,3,6,01,041,Alabama,Crenshaw County,13906,13906,13866,13914,13972,13960,13977,-40,48,58,-12,17,50,166,149,138,137,24,164,167,154,176,26,2,-18,-16,-39,9,18,18,20,21,-72,24,57,-20,43,-63,42,75,0,64,-3,4,1,4,-8,132,132,132,132,132,132,11.951043916,10.686365918,9.8811399112,9.8077817948,11.807055436,11.977336298,11.026779321,12.599778072,0.1439884809,-1.290970379,-1.14563941,-2.791996277,1.2958963283,1.2909703794,1.4320492625,1.5033826109,1.7278617711,4.0880728681,-1.432049262,3.0783548699,3.0237580994,5.3790432475,0,4.5817374808
050,3,6,01,043,Alabama,Cullman County,80406,80410,80454,80455,80361,80783,81289,44,1,-94,422,506,231,996,927,967,968,228,909,965,961,952,3,87,-38,6,16,9,35,32,41,43,33,-114,-82,334,426,42,-79,-50,375,469,-1,-7,-6,41,21,1056,1056,1052,1049,1043,1044,12.379668011,11.528703612,12.001687931,11.945308258,11.298311468,12.001293404,11.927220374,11.747865146,1.0813565431,-0.472589792,0.074467557,0.1974431117,0.4350284944,0.3979703512,0.5088616393,0.5306283627,-1.416949953,-1.019799025,4.1453606712,5.2569228491,-0.981921459,-0.621828674,4.6542223105,5.7875512118
050,3,6,01,045,Alabama,Dale County,50251,50251,50340,50085,50310,49845,49484,89,-255,225,-465,-361,155,693,706,659,644,75,469,451,469,511,80,224,255,190,133,46,56,231,134,116,-28,-543,-260,-767,-592,18,-487,-29,-633,-476,-9,8,-1,-22,-18,917,917,917,917,917,917,13.801344287,14.064445441,13.159602616,12.967008628,9.3403037092,8.9845111808,9.3654835006,10.289039455,4.4610405775,5.0799342597,3.7941191154,2.6779691732,1.1152601444,4.6018227999,2.6758524287,2.3356723615,-10.81404033,-5.179540814,-15.3162598,-11.91998309,-9.698780184,-0.577718014,-12.64040737,-9.584310725
050,3,6,01,047,Alabama,Dallas County,43820,43820,43836,43225,42839,42102,41711,16,-611,-386,-737,-391,165,583,585,530,539,76,544,505,544,530,89,39,80,-14,9,3,11,12,16,16,-73,-682,-486,-721,-404,-70,-671,-474,-705,-388,-3,21,8,-18,-12,786,786,856,856,856,856,13.392908421,13.5945343,12.479250303,12.861966521,12.496984873,11.735452686,12.808890877,12.647202701,0.8959235479,1.8590816137,-0.329640574,0.2147638195,0.2526963853,0.2788622421,0.3767320846,0.3818023457,-15.66717589,-11.2939208,-16.97648956,-9.640509229,-15.4144795,-11.01505856,-16.59975748,-9.258706883
050,3,6,01,049,Alabama,DeKalb County,71109,71115,71118,71361,70930,70894,71065,3,243,-431,-36,171,209,903,868,801,826,151,782,710,740,739,58,121,158,61,87,22,75,60,73,77,-70,20,-662,-135,26,-48,95,-602,-62,103,-7,27,13,-35,-19,782,782,782,782,782,782,12.675552187,12.200349987,11.295690433,11.637162843,10.977056268,9.9795489525,10.435469314,10.411456829,1.6984959187,2.2208010345,0.8602211191,1.2257060137,1.0527867265,0.843342165,1.0294449458,1.084820265,0.2807431271,-9.30487522,-1.903768051,0.3663029466,1.3335298535,-8.461533055,-0.874323105,1.4511232116
050,3,6,01,051,Alabama,Elmore County,79303,79296,79444,79983,80392,80808,80977,148,539,409,416,169,217,968,960,971,954,189,708,662,743,745,28,260,298,228,209,10,26,56,41,38,99,258,58,103,-107,109,284,114,144,-69,11,-5,-3,44,29,5483,5483,5484,5500,5436,5432,12.14348887,11.971940764,12.047146402,11.793429552,8.8818079748,8.2556508184,9.2183622829,9.2097536854,3.2616808947,3.7162899454,2.8287841191,2.5836758661,0.3261680895,0.6983632112,0.5086848635,0.4697592484,3.2365910417,0.7233047545,1.2779156328,-1.322743147,3.5627591311,1.4216679657,1.7866004963,-0.852983898
050,3,6,01,053,Alabama,Escambia County,38319,38319,38312,38222,38048,37893,37733,-7,-90,-174,-155,-160,125,484,444,429,419,63,440,480,436,450,62,44,-36,-7,-31,2,10,6,6,7,-61,-133,-144,-167,-129,-59,-123,-138,-161,-122,-10,-11,0,13,-7,3199,3199,3271,3275,3206,3213,12.64797345,11.642847778,11.29824469,11.080845212,11.498157682,12.586862462,11.482598333,11.900669082,1.1498157682,-0.944014685,-0.184353643,-0.81982387,0.2613217655,0.1573357808,0.1580174083,0.1851215191,-3.475579481,-3.776058739,-4.398151196,-3.411525137,-3.214257716,-3.618722958,-4.240133788,-3.226403618
050,3,6,01,055,Alabama,Etowah County,104430,104427,104501,104310,104324,103962,103531,74,-191,14,-362,-431,320,1250,1154,1152,1144,288,1355,1408,1352,1431,32,-105,-254,-200,-287,11,56,55,63,63,40,-105,218,-199,-190,51,-49,273,-136,-127,-9,-37,-5,-26,-17,2085,2085,2085,2085,2083,2083,11.972549339,11.062434694,11.061713221,11.026878015,12.978243483,13.497320667,12.982149544,13.793236398,-1.005694144,-2.434885973,-1.920436323,-2.766358383,0.5363702104,0.5272390885,0.6049374418,0.6072494012,-1.005694144,2.0897840237,-1.910834142,-1.831387083,-0.469323934,2.6170231122,-1.3058967,-1.224137682
050,3,6,01,057,Alabama,Fayette County,17241,17241,17247,17082,16982,16909,16874,6,-165,-100,-73,-35,58,188,164,196,176,39,256,255,208,215,19,-68,-91,-12,-39,0,1,1,2,2,-10,-86,-12,-75,6,-10,-85,-11,-73,8,-3,-12,2,12,-4,291,291,291,291,291,291,10.952838708,9.6289337717,11.566492579,10.419441731,14.914503772,14.971817755,12.274645186,12.728295296,-3.961665065,-5.342883983,-0.708152607,-2.308853565,0.0582597804,0.0587130108,0.1180254345,0.1184027469,-5.010341111,-0.70455613,-4.425953793,0.3552082408,-4.952081331,-0.645843119,-4.307928359,0.4736109878
050,3,6,01,059,Alabama,Franklin County,31704,31709,31755,31757,31660,31542,31601,46,2,-97,-118,59,141,418,404,439,412,66,418,380,394,363,75,0,24,45,49,6,62,54,60,63,-32,-52,-179,-251,-34,-26,10,-125,-191,29,-3,-8,4,28,-19,272,272,272,272,272,272,13.16286686,12.741063122,13.891965444,13.049744231,13.16286686,11.984168283,12.467959875,11.497711544,0,0.7568948389,1.4240055694,1.5520326877,1.9523869505,1.7030133876,1.8986740926,1.9954705985,-1.637485829,-5.645174007,-7.942786621,-1.07692064,0.314901121,-3.942160619,-6.044112528,0.918549958
050,3,6,01,061,Alabama,Geneva County,26790,26790,26793,26829,27002,26742,26712,3,36,173,-260,-30,72,320,306,307,305,117,332,349,334,337,-45,-12,-43,-27,-32,-1,-3,-4,-3,-3,50,33,217,-195,13,49,30,213,-198,10,-1,18,3,-35,-8,229,229,229,229,229,229,11.935399649,11.368913823,11.42453111,11.411681072,12.382977136,12.966506288,12.429294433,12.6089722,-0.447577487,-1.597592465,-1.004763322,-1.197291129,-0.111894372,-0.148613253,-0.111640369,-0.112246043,1.2308380888,8.0622689528,-7.256623995,0.4863995211,1.1189437171,7.9136557002,-7.368264364,0.3741534778
050,3,6,01,063,Alabama,Greene County,9045,9045,8992,8902,8827,8718,8553,-53,-90,-75,-109,-165,29,105,105,109,98,37,107,101,115,90,-8,-2,4,-6,8,0,0,0,0,0,-49,-90,-75,-88,-181,-49,-90,-75,-88,-181,4,2,-4,-15,8,45,45,45,45,45,45,11.735777356,11.844999718,12.425192362,11.348503271,11.959315972,11.393761633,13.109147905,10.422094841,-0.223538616,0.4512380845,-0.683955543,0.9264084303,0,0,0,0,-10.05923773,-8.460714084,-10.03134796,-20.95999074,-10.05923773,-8.460714084,-10.03134796,-20.95999074
050,3,6,01,065,Alabama,Hale County,15760,15760,15727,15355,15390,15311,15184,-33,-372,35,-79,-127,47,188,201,195,194,27,204,154,178,182,20,-16,47,17,12,8,7,7,8,8,-62,-376,-20,-107,-140,-54,-369,-13,-99,-132,1,13,1,3,-7,334,334,334,315,273,272,12.097033653,13.075296796,12.703169278,12.723397278,13.126568432,10.017889088,11.595713495,11.936383014,-1.029534779,3.0574077086,1.1074557832,0.7870142646,0.4504214658,0.4553585949,0.5211556627,0.5246761764,-24.19406731,-1.301024557,-6.970456988,-9.181833087,-23.74364584,-0.845665962,-6.449301326,-8.657156911
050,3,6,01,067,Alabama,Henry County,17302,17302,17287,17403,17248,17224,17190,-15,116,-155,-24,-34,36,189,184,170,168,58,229,233,193,192,-22,-40,-49,-23,-24,3,14,10,12,12,5,128,-117,-22,-9,8,142,-107,-10,3,-1,14,1,9,-13,199,199,199,199,199,199,10.896511963,10.620184122,9.8630772801,9.7634683559,13.202652061,13.448385328,11.197493618,11.15824955,-2.306140098,-2.828201206,-1.334416338,-1.394781194,0.8071490343,0.5771839197,0.6962172198,0.6973905969,7.3796483136,-6.75305186,-1.276398236,-0.523042948,8.1867973479,-6.17586794,-0.580181016,0.1743476492
050,3,6,01,069,Alabama,Houston County,101547,101547,101787,102423,103368,103626,104193,240,636,945,258,567,328,1331,1336,1250,1254,236,912,1003,1126,1086,92,419,333,124,168,5,49,70,54,51,143,201,538,65,316,148,250,608,119,367,0,-33,4,15,32,1416,1416,1416,1416,1417,1418,13.035600607,12.984046921,12.077644763,12.068193957,8.9319817835,9.747753789,10.879542402,10.451402422,4.1036188238,3.2362931324,1.1981023605,1.6167915349,0.4798981441,0.6803018597,0.5217542537,0.490811716,1.9685617746,5.2286057213,0.6280375277,3.0411078872,2.4484599187,5.908907581,1.1497917814,3.5319196031
050,3,6,01,071,Alabama,Jackson County,53227,53226,53159,53244,53048,52944,52665,-67,85,-196,-104,-279,125,573,600,570,574,131,647,693,655,642,-6,-74,-93,-85,-68,6,34,36,39,39,-66,111,-135,-46,-224,-60,145,-99,-7,-185,-1,14,-4,-12,-26,597,597,597,597,597,597,10.770373016,11.289654913,10.755528719,10.870285676,12.161311241,13.039551424,12.359423353,12.158054711,-1.390938225,-1.749896511,-1.603894634,-1.287769035,0.6390797252,0.6773792948,0.7359045966,0.738573417,2.0864073381,-2.540172355,-0.867990037,-4.242062703,2.7254870633,-1.862793061,-0.13208544,-3.503489286
050,3,6,01,073,Alabama,Jefferson County,658466,658350,658302,657927,657953,659197,660793,-48,-375,26,1244,1596,2300,8832,9010,8818,8766,1582,6904,6740,6902,6999,718,1928,2270,1916,1767,172,731,715,783,797,-963,-2731,-2941,-1169,-648,-791,-2000,-2226,-386,149,25,-303,-18,-286,-320,15774,15775,15748,15826,16024,16030,13.420157131,13.694257835,13.389515241,13.281918802,10.490575728,10.244095206,10.48020347,10.604625793,2.9295814026,3.4501626288,2.9093117716,2.6772930098,1.1107489654,1.0867252333,1.1889306457,1.2075849059,-4.149733823,-4.470012463,-1.775044604,-0.98182562,-3.038984857,-3.38328723,-0.586113958,0.2257592861
050,3,6,01,075,Alabama,Lamar County,14564,14564,14499,14295,14255,14203,14086,-65,-204,-40,-52,-117,37,140,142,144,144,73,199,173,190,191,-36,-59,-31,-46,-47,0,1,1,1,1,-30,-144,-9,6,-71,-30,-143,-8,7,-70,1,-2,-1,-13,0,217,217,217,217,217,217,9.7242481072,9.9474605954,10.120177103,10.180635583,13.822324095,12.119089317,13.353011455,13.503481919,-4.098075988,-2.171628722,-3.232834352,-3.322846336,0.0694589151,0.0700525394,0.0702790077,0.0706988582,-10.00208377,-0.630472855,0.421674046,-5.019618933,-9.932624852,-0.560420315,0.4919530536,-4.948920075
050,3,6,01,077,Alabama,Lauderdale County,92709,92709,92726,92609,92694,92774,93096,17,-117,85,80,322,220,949,893,939,914,227,1097,1023,1115,1079,-7,-148,-130,-176,-165,16,57,61,59,59,12,9,152,181,453,28,66,213,240,512,-4,-35,2,16,-25,1891,1891,1865,2086,2043,2042,10.2409151,9.6382681338,10.125735976,9.8348307957,11.838023039,11.041375477,12.023637501,11.610265239,-1.59710794,-1.403107343,-1.897901525,-1.775434443,0.6151023822,0.6583811379,0.6362283521,0.6348523161,0.0971214288,1.6405562781,1.9518191817,4.8743745629,0.7122238109,2.298937416,2.5880475338,5.509226879
050,3,6,01,079,Alabama,Lawrence County,34339,34339,34306,34044,33776,33571,33477,-33,-262,-268,-205,-94,79,344,374,368,359,60,421,388,368,381,19,-77,-14,0,-22,1,0,1,1,1,-42,-189,-260,-210,-47,-41,-189,-259,-209,-46,-11,4,5,4,-26,229,229,229,229,229,229,10.065837601,11.029194928,10.928474914,10.708745973,12.318946598,11.442052492,10.928474914,11.364992244,-2.253108998,-0.412857564,0,-0.656246271,0,0.029489826,0.0296969427,0.029829376,-5.530358449,-7.667354763,-6.236357967,-1.401980671,-5.530358449,-7.637864937,-6.206661024,-1.372151295
050,3,6,01,081,Alabama,Lee County,140247,140296,140799,144146,148040,151708,154255,503,3347,3894,3668,2547,433,1630,1660,1808,1837,237,804,879,1043,1006,196,826,781,765,831,132,551,629,624,611,170,1918,2424,2221,1034,302,2469,3053,2845,1645,5,52,60,58,71,4410,4410,4312,4208,4550,4552,11.440804366,11.362625177,12.063466645,12.007987894,5.6431943007,6.0167153799,6.9591790437,6.5759585309,5.7976100651,5.3459097972,5.1042876016,5.432029363,3.8674130095,4.3054766484,4.1634973378,3.9939469805,13.4622471,16.592170741,14.819114723,6.7589871978,17.32966011,20.897647389,18.982612061,10.752934178
