idx,STATE,COUNTYNAME,FIPS,LON,LAT
13,PR,Canovanas,72029,-65.8879,18.3288
14,PR,Cayey,72035,-66.1495,18.1029
15,PR,Ceiba,72037,-65.6678,18.2526
16,PR,Ciales,72039,-66.5164,18.2889
17,PR,Cidra,72041,-66.1611,18.1737
18,PR,Coamo,72043,-66.3601,18.0972
19,PR,Comerio,72045,-66.2219,18.2248
20,PR,Corozal,72047,-66.3279,18.3043
21,PR,Florida,72054,-66.5601,18.3735
22,PR,Guanica,72055,-66.9198,17.9827
23,PR,Guayama,72057,-66.1336,18.0077
24,PR,Guayanilla,72059,-66.7916,18.0406
25,PR,Guaynabo,72061,-66.1145,18.3442
26,PR,Gurabo,72063,-65.9791,18.2663
27,PR,Hatillo,72065,-66.7964,18.4106
28,PR,Hormigueros,72067,-67.114,18.1341
29,PR,Mayaguez,72097,-67.337,18.1716
30,PR,Naguabo,72103,-65.7542,18.2306
31,PR,Jayuya,72073,-66.5885,18.2106
32,PR,Juana Diaz,72075,-66.4951,18.0507
33,PR,Juncos,72077,-65.9089,18.2236
34,PR,Lajas,72079,-67.0404,18.0123
35,PR,Lares,72081,-66.8669,18.2689
36,PR,Las Piedras,72085,-65.8693,18.1876
37,PR,Manati,72091,-66.4902,18.4204
38,PR,Maricao,72093,-66.9424,18.1721
39,PR,Maunabo,72095,-65.9219,18.018
40,PR,Moca,72099,-67.0808,18.3779
41,PR,Morovis,72101,-66.4202,18.3171
42,PR,Naranjito,72105,-66.2526,18.2884
43,PR,Orocovis,72107,-66.4339,18.2149
44,PR,Patillas,72109,-66.0122,18.0317
45,PR,Penuelas,72111,-66.7211,18.0608
46,PR,Ponce,72113,-66.6141,18.0597
47,PR,Sabana Grande,72121,-66.9435,18.083
48,PR,Salinas,72123,-66.2564,18.0115
49,PR,San German,72125,-67.0385,18.1111
50,PR,San Juan,72127,-66.0607,18.3864
51,PR,San Lorenzo,72129,-65.9764,18.148
52,PR,Santa Isabel,72133,-66.3889,17.995
53,PR,Trujillo Alto,72139,-65.9992,18.3362
54,PR,Utuado,72141,-66.7024,18.271
55,PR,Vega Alta,72143,-66.3372,18.4093
56,PR,Villalba,72149,-66.4729,18.128
57,PR,Yabucoa,72151,-65.8965,18.0706
58,PR,Yauco,72153,-66.8586,18.0801
59,PR,San Sebastian,72131,-66.9712,18.3288
60,PR,Adjuntas,72001,-66.7542,18.1798
61,PR,Aguas Buenas,72007,-66.1268,18.2517
62,PR,Aibonito,72009,-66.2644,18.1311
63,VI,Saint Croix,78010,-64.7677,17.7333
64,PR,Arecibo,72013,-66.6752,18.4068
65,PR,Las Marias,72083,-66.9835,18.2371
66,PR,Rincon,72117,-67.2414,18.3374
67,PR,Aguadilla,72005,-67.1207,18.4597
68,PR,Isabela,72071,-67.0052,18.4499
69,PR,Camuy,72027,-66.8602,18.4188
70,PR,Dorado,72051,-66.2787,18.4365
71,PR,Toa Alta,72135,-66.2464,18.3626
72,PR,Aguada,72003,-67.1748,18.3603
73,PR,Culebra,72049,-65.2877,18.3159
74,PR,Cabo Rojo,72023,-67.1537,18.0415
75,PR,Fajardo,72053,-65.6686,18.3176
76,PR,Vieques,72147,-65.4414,18.1231
77,PR,Carolina,72031,-65.9567,18.3742
78,VI,Saint Thomas,78030,-64.9302,18.3453
79,PR,Quebradillas,72115,-66.926,18.4397
80,PR,Catano,72033,-66.144,18.4374
81,PR,Luquillo,72089,-65.7249,18.3422
82,PR,Humacao,72069,-65.8105,18.1452
83,VI,Saint John,78020,-64.7385,18.339
84,PR,Rio Grande,72119,-65.8202,18.3553
85,PR,Loiza,72087,-65.9247,18.434
86,GU,Guam,66010,144.7749,13.4419
87,GU,Northern Islands,69085,145.6922,17.9725
88,GU,Saipan,69110,145.7523,15.1889
89,GU,Rota,69100,145.2127,14.1558
90,GU,Tinian,69120,145.6241,15.0014
91,CT,Hartford,09003,-72.7328,41.8064
92,CT,Tolland,09013,-72.3365,41.855
93,CT,Windham,09015,-71.9875,41.8299
94,MA,Nantucket,25019,-70.0744,41.2781
95,MD,Garrett,24023,-79.2739,39.5286
96,VT,Windsor,50027,-72.5855,43.5798
97,NH,Sullivan,33019,-72.2223,43.3612
98,NH,Belknap,33001,-71.4233,43.5188
99,NH,Cheshire,33005,-72.2512,42.9193
100,NH,Strafford,33017,-71.0293,43.2975
101,NY,Yates,36123,-77.1055,42.6335
102,NY,Allegany,36003,-78.0276,42.2574
103,NY,Broome,36007,-75.8196,42.1602
104,NY,Cattaraugus,36009,-78.6789,42.2486
105,NY,Chemung,36015,-76.76,42.1413
106,NY,Chenango,36017,-75.6115,42.4936
107,NY,Cortland,36023,-76.0702,42.595
108,NY,Delaware,36025,-74.9664,42.1982
109,NY,Genesee,36037,-78.1936,43.001
110,NY,Hamilton,36041,-74.4974,43.6611
111,NY,Lewis,36049,-75.4488,43.7847
112,NY,Livingston,36051,-77.7754,42.728
113,NY,Madison,36053,-75.6697,42.9129
114,NY,Montgomery,36057,-74.4397,42.9023
115,NY,Onondaga,36067,-76.1946,43.0058
116,NY,Ontario,36069,-77.2998,42.8529
117,NY,Orange,36071,-74.3056,41.4022
118,NY,Otsego,36077,-75.0326,42.6338
119,NY,Putnam,36079,-73.7495,41.4267
120,NY,Rockland,36087,-74.0241,41.1529
121,NY,Schoharie,36095,-74.4421,42.5882
122,NY,Schuyler,36097,-76.8752,42.3938
123,NY,Seneca,36099,-76.8237,42.781
124,NY,Steuben,36101,-77.3838,42.2678
125,NY,Sullivan,36105,-74.7681,41.7164
126,NY,Tioga,36107,-76.3063,42.1703
127,NY,Tompkins,36109,-76.4737,42.452
128,NY,Wyoming,36121,-78.2245,42.7023
129,PA,Adams,42001,-77.2179,39.8715
130,PA,Allegheny,42003,-79.9812,40.4688
131,PA,Armstrong,42005,-79.4645,40.8125
132,PA,Beaver,42007,-80.3493,40.6823
133,PA,Bedford,42009,-78.4902,40.0066
134,PA,Blair,42013,-78.3486,40.4813
135,PA,Bradford,42015,-76.5157,41.7886
136,PA,Butler,42019,-79.913,40.9117
137,PA,Cambria,42021,-78.7136,40.4954
138,PA,Cameron,42023,-78.2038,41.4368
139,PA,Clarion,42031,-79.421,41.1925
140,PA,Clearfield,42033,-78.4741,41.0002
141,PA,Columbia,42037,-76.4052,41.0486
142,PA,Crawford,42039,-80.1063,41.6848
143,PA,Cumberland,42041,-77.2651,40.1637
144,PA,Dauphin,42043,-76.7793,40.4155
145,PA,Elk,42047,-78.6492,41.4252
146,PA,Forest,42053,-79.2361,41.5132
147,PA,Franklin,42055,-77.7212,39.9275
148,PA,Fulton,42057,-78.1124,39.9255
149,PA,Greene,42059,-80.2229,39.8538
150,PA,Huntingdon,42061,-77.9812,40.417
151,PA,Indiana,42063,-79.0875,40.6521
152,PA,Jefferson,42065,-78.9995,41.1281
153,PA,Juniata,42067,-77.402,40.5311
154,PA,Lackawanna,42069,-75.6092,41.437
155,PA,Lancaster,42071,-76.2477,40.0424
156,PA,Lawrence,42073,-80.3342,40.9912
157,PA,Lebanon,42075,-76.4577,40.3672
158,PA,Luzerne,42079,-75.9889,41.1771
159,PA,McKean,42083,-78.569,41.8078
160,PA,Mercer,42085,-80.2577,41.3022
161,PA,Mifflin,42087,-77.6171,40.6104
162,PA,Montour,42093,-76.6586,41.028
163,PA,Perry,42099,-77.2622,40.3984
164,PA,Pike,42103,-75.0338,41.3321
165,PA,Potter,42105,-77.8958,41.745
166,PA,Schuylkill,42107,-76.216,40.7059
167,PA,Snyder,42109,-77.0701,40.77
168,PA,Somerset,42111,-79.0283,39.9725
169,PA,Sullivan,42113,-76.5119,41.446
170,PA,Susquehanna,42115,-75.8008,41.8214
171,PA,Tioga,42117,-77.2543,41.7721
172,PA,Union,42119,-77.0621,40.963
173,PA,Venango,42121,-79.758,41.401
174,PA,Warren,42123,-79.2741,41.8147
175,PA,Washington,42125,-80.2482,40.1894
176,PA,Wyoming,42131,-76.0165,41.5184
177,PA,York,42133,-76.7265,39.9199
178,RI,Newport,44005,-71.2366,41.556
179,VA,Patrick,51141,-80.2843,36.6784
180,VA,Pittsylvania,51143,-79.3971,36.8213
181,VA,Pulaski,51155,-80.7143,37.0636
182,VA,Roanoke,51161,-80.0679,37.2693
183,VA,Rockbridge,51163,-79.4475,37.8146
184,VA,Russell,51167,-82.0956,36.9338
185,VA,Scott,51169,-82.603,36.7142
186,VA,Smyth,51173,-81.537,36.8439
187,VA,Tazewell,51185,-81.5606,37.125
188,VA,Washington,51191,-81.9596,36.7245
189,VA,Wise,51195,-82.6212,36.9752
190,VA,Wythe,51197,-81.0786,36.9171
191,VA,Alleghany,51005,-80.007,37.7876
192,VA,Carroll,51035,-80.7339,36.7316
193,VA,Campbell,51031,-79.0963,37.2056
194,VA,Henry,51089,-79.8739,36.6828
195,VA,Montgomery,51121,-80.3869,37.174
196,VA,Halifax,51083,-78.9367,36.767
197,VA,Grayson,51077,-81.225,36.6566
198,VA,Giles,51071,-80.7037,37.3141
199,VA,Franklin,51067,-79.881,36.9919
200,VA,Floyd,51063,-80.3626,36.9315
201,VA,Dickenson,51051,-82.3503,37.1258
202,VA,Craig,51045,-80.2123,37.4813
203,VA,Charlotte,51037,-78.6616,37.0116
204,VA,Buckingham,51029,-78.5287,37.5722
205,VA,Buchanan,51027,-82.036,37.2666
206,VA,Botetourt,51023,-79.8123,37.5571
207,VA,Bland,51021,-81.1302,37.134
208,VA,Bedford,51019,-79.5242,37.3152
209,VA,Bath,51017,-79.7411,38.0587
210,VA,Appomattox,51011,-78.8121,37.3722
211,VA,Amherst,51009,-79.1451,37.6048
212,VA,Lee,51105,-83.1285,36.7055
213,VT,Lamoille,50015,-72.6414,44.6057
214,VT,Orange,50017,-72.3769,44.0056
215,VT,Bennington,50003,-73.0929,43.0355
216,VT,Orleans,50019,-72.2438,44.8288
217,VT,Washington,50023,-72.6149,44.2734
218,VT,Grand Isle,50013,-73.2948,44.7968
219,WV,Raleigh,54081,-81.2486,37.7714
220,WV,Putnam,54079,-81.909,38.5086
221,WV,Preston,54077,-79.6681,39.4693
222,WV,Pocahontas,54075,-80.0077,38.3318
223,WV,Pleasants,54073,-81.1606,39.3709
224,WV,Ohio,54069,-80.6189,40.0969
225,WV,Nicholas,54067,-80.7993,38.2917
226,WV,Monroe,54063,-80.5505,37.5604
227,WV,Monongalia,54061,-80.0465,39.6303
228,WV,Mingo,54059,-82.1346,37.7264
229,WV,Mercer,54055,-81.1114,37.4055
230,WV,Mason,54053,-82.0265,38.7697
231,WV,Marshall,54051,-80.6634,39.8606
232,WV,Marion,54049,-80.2434,39.51
233,WV,McDowell,54047,-81.6536,37.3785
234,WV,Logan,54045,-81.9353,37.8316
235,WV,Lincoln,54043,-82.0705,38.1753
236,WV,Kanawha,54039,-81.5281,38.3365
237,WV,Jackson,54035,-81.6748,38.8344
238,WV,Hancock,54029,-80.5739,40.5213
239,WV,Greenbrier,54025,-80.4529,37.9469
240,WV,Randolph,54083,-79.8758,38.7748
241,WV,Gilmer,54021,-80.8571,38.9241
242,WV,Fayette,54019,-81.0811,38.0288
243,WV,Clay,54015,-81.0751,38.4626
244,WV,Calhoun,54013,-81.1175,38.8445
245,WV,Cabell,54011,-82.2417,38.4203
246,WV,Brooke,54009,-80.5765,40.2733
247,WV,Braxton,54007,-80.7193,38.6998
248,WV,Boone,54005,-81.7113,38.0231
249,WV,Wetzel,54103,-80.6391,39.6053
250,WV,Wirt,54105,-81.3786,39.0224
251,WV,Wood,54107,-81.515,39.2111
252,WV,Wyoming,54109,-81.5491,37.6096
253,WV,Barbour,54001,-80.003,39.1329
254,WV,Taylor,54091,-80.0461,39.336
255,WV,Webster,54101,-80.4219,38.4947
256,WV,Wayne,54099,-82.427,38.1461
257,WV,Upshur,54097,-80.2334,38.8978
258,WV,Tyler,54095,-80.8849,39.4653
259,WV,Tucker,54093,-79.565,39.1136
260,WV,Summers,54089,-80.8586,37.6559
261,WV,Roane,54087,-81.3483,38.714
262,WV,Ritchie,54085,-81.0629,39.1783
263,PA,Northumberland,42097,-76.7091,40.852
264,ME,Androscoggin,23001,-70.2045,44.1654
265,NJ,Hudson,34017,-74.0825,40.7068
266,NY,Richmond,36085,-74.1557,40.5802
267,NJ,Essex,34013,-74.1293,40.69
268,NY,Richmond,36085,-74.1343,40.6435
269,NJ,Hudson,34017,-74.0778,40.7409
270,NJ,Bergen,34003,-73.9344,40.9001
271,NY,Westchester,36119,-73.8998,40.9601
272,NY,Bronx,36005,-73.8669,40.8527
273,NY,New York,36061,-73.9689,40.7786
274,NY,Bronx,36005,-73.8707,40.825
275,RI,Bristol,44001,-71.2842,41.7161
276,MA,Dukes,25007,-70.6561,41.3966
277,NY,Niagara,36063,-78.7427,43.2011
278,NY,Wayne,36117,-77.0292,43.1566
279,NY,Oswego,36075,-76.1412,43.4261
280,NY,Orleans,36073,-78.2312,43.2522
281,NY,Monroe,36055,-77.6958,43.1464
282,ME,Knox,23013,-69.173,44.15
283,ME,Sagadahoc,23023,-69.8613,43.9705
284,ME,Lincoln,23015,-69.5431,44.0752
285,NH,Merrimack,33013,-71.6802,43.2977
286,NJ,Union,34039,-74.1597,40.6572
287,PA,Fayette,42051,-79.6474,39.9198
288,PA,Westmoreland,42129,-79.4668,40.3107
289,MA,Middlesex,25017,-71.3918,42.4855
290,CT,New Haven,09009,-72.9324,41.4108
291,CT,Litchfield,09005,-73.2453,41.7925
292,MA,Worcester,25027,-71.9077,42.3514
293,MA,Berkshire,25003,-73.2064,42.3706
294,MA,Franklin,25011,-72.5919,42.5831
295,MA,Hampshire,25015,-72.6638,42.3401
296,MA,Norfolk,25021,-71.2248,42.155
297,ME,Piscataquis,23021,-69.2835,45.838
298,ME,Somerset,23025,-69.9582,45.5138
299,ME,Aroostook,23003,-68.5988,46.6588
300,ME,Oxford,23017,-70.7555,44.499
301,ME,Penobscot,23019,-68.6494,45.4006
302,NH,Carroll,33003,-71.2028,43.8739
303,NH,Hillsborough,33011,-71.716,42.9153
304,NJ,Passaic,34031,-74.3003,41.0337
305,NY,Westchester,36119,-73.7553,41.1643
306,NY,Washington,36115,-73.4307,43.3137
307,NY,Warren,36113,-73.846,43.561
308,NY,Fulton,36035,-74.4222,43.1139
309,NY,Essex,36031,-73.7727,44.1172
310,NY,Clinton,36019,-73.6781,44.7462
311,NY,Franklin,36033,-74.3038,44.5929
312,NY,Cayuga,36011,-76.5543,42.9169
313,NY,Oneida,36065,-75.4359,43.2418
314,NY,Herkimer,36043,-74.9626,43.4196
315,NY,Schenectady,36093,-74.0585,42.8182
316,NY,Albany,36001,-73.9735,42.6002
317,NY,Greene,36039,-74.1227,42.2766
318,NY,Ulster,36111,-74.2585,41.8881
319,NY,Dutchess,36027,-73.7428,41.7652
320,NY,Columbia,36021,-73.6318,42.2501
321,NY,Rensselaer,36083,-73.5097,42.7111
322,NY,Saratoga,36091,-73.8639,43.1074
323,NY,St. Lawrence,36089,-75.0625,44.4921
324,PA,Centre,42027,-77.8196,40.919
325,PA,Lycoming,42081,-77.0645,41.3433
326,PA,Wayne,42127,-75.3033,41.6487
327,PA,Erie,42049,-80.0322,41.9917
328,PA,Clinton,42035,-77.6385,41.2341
329,RI,Providence,44007,-71.5811,41.8724
330,RI,Washington,44009,-71.6234,41.4687
331,VT,Chittenden,50007,-73.0809,44.4609
332,VT,Addison,50001,-73.1407,44.0306
333,VT,Rutland,50021,-73.0366,43.5801
334,VT,Windham,50025,-72.7138,42.9906
335,VT,Franklin,50011,-72.912,44.8574
336,MA,Essex,25009,-70.9581,42.6729
337,MA,Plymouth,25023,-70.8129,41.9547
338,MA,Hampden,25013,-72.6316,42.1351
339,RI,Kent,44003,-71.5943,41.6719
340,NH,Rockingham,33015,-71.1251,42.9877
341,NJ,Union,34039,-74.3104,40.66
342,ME,York,23031,-70.7156,43.4796
343,ME,Cumberland,23005,-70.4096,43.8487
344,ME,Franklin,23007,-70.444,44.974
345,NJ,Bergen,34003,-74.0781,40.9615
346,CT,New London,09011,-72.1004,41.4893
347,MA,Suffolk,25025,-71.0818,42.3308
348,ME,Waldo,23027,-69.1478,44.5037
349,ME,Hancock,23009,-68.3531,44.6749
350,NY,Nassau,36059,-73.5885,40.7411
351,NJ,Essex,34013,-74.2481,40.7881
352,MA,Barnstable,25001,-70.2982,41.7257
353,ME,Kennebec,23011,-69.7672,44.4093
354,CT,Middlesex,09007,-72.534,41.4624
355,CT,Fairfield,09001,-73.3887,41.2731
356,NH,Coos,33007,-71.3057,44.6893
357,VT,Caledonia,50005,-72.1022,44.4647
358,KY,Madison,21151,-84.278,37.7202
359,KY,Magoffin,21153,-83.0648,37.7066
360,KY,Marion,21155,-85.2696,37.5525
361,KY,Marshall,21157,-88.3293,36.8834
362,KY,Martin,21159,-82.5132,37.8016
363,KY,Mason,21161,-83.824,38.5952
364,KY,Meade,21163,-86.2169,37.9695
365,KY,Menifee,21165,-83.5989,37.9414
366,KY,Mercer,21167,-84.8744,37.8111
367,KY,Metcalfe,21169,-85.6291,36.9905
368,KY,Monroe,21171,-85.7164,36.7122
369,KY,Montgomery,21173,-83.9132,38.0336
370,KY,Morgan,21175,-83.2589,37.9223
371,KY,Muhlenberg,21177,-87.1421,37.2157
372,KY,Nelson,21179,-85.4662,37.8051
373,KY,Nicholas,21181,-84.0153,38.3356
374,KY,Ohio,21183,-86.849,37.4783
375,KY,Oldham,21185,-85.4485,38.3995
376,KY,Owen,21187,-84.828,38.5197
377,KY,Owsley,21189,-83.6832,37.4192
378,KY,Pendleton,21191,-84.3602,38.6957
379,KY,Perry,21193,-83.2215,37.2443
380,KY,Pike,21195,-82.3958,37.469
381,KY,Powell,21197,-83.8238,37.8312
382,KY,Pulaski,21199,-84.5771,37.1039
383,KY,Robertson,21201,-84.0521,38.5188
384,KY,Rockcastle,21203,-84.316,37.3652
385,KY,Rowan,21205,-83.4211,38.1963
386,KY,Russell,21207,-85.0586,36.9911
387,KY,Scott,21209,-84.5839,38.2915
388,KY,Shelby,21211,-85.1948,38.2155
389,KY,Simpson,21213,-86.5823,36.7419
390,KY,Spencer,21215,-85.3279,38.0325
391,KY,Taylor,21217,-85.3279,37.3664
392,KY,Todd,21219,-87.1791,36.8356
393,KY,Trigg,21221,-87.8734,36.8064
394,KY,Trimble,21223,-85.3374,38.613
395,KY,Union,21225,-87.9453,37.6584
396,KY,Warren,21227,-86.4239,36.9936
397,KY,Washington,21229,-85.1747,37.7534
398,KY,Wayne,21231,-84.8285,36.8013
399,KY,Webster,21233,-87.6832,37.5183
400,KY,Whitley,21235,-84.1452,36.7582
401,KY,Wolfe,21237,-83.4931,37.7393
402,KY,Woodford,21239,-84.7435,38.0423
403,KY,Lee,21129,-83.7163,37.5947
404,KY,Fulton,21075,-89.1873,36.5541
405,KY,Adair,21001,-85.2805,37.1041
406,KY,Allen,21003,-86.1904,36.7513
407,KY,Anderson,21005,-84.9909,38.004
408,KY,Ballard,21007,-88.9992,37.0584
409,KY,Barren,21009,-85.9336,36.9656
410,KY,Bath,21011,-83.7428,38.1449
411,KY,Bell,21013,-83.674,36.7307
412,KY,Boone,21015,-84.7279,38.97
413,KY,Bourbon,21017,-84.2171,38.2068
414,KY,Boyd,21019,-82.6877,38.3596
415,KY,Boyle,21021,-84.8667,37.6244
416,KY,Bracken,21023,-84.0901,38.6888
417,KY,Breathitt,21025,-83.3241,37.5216
418,KY,Breckinridge,21027,-86.4293,37.7732
419,KY,Bullitt,21029,-85.6959,37.97
420,KY,Butler,21031,-86.6816,37.2074
421,KY,Caldwell,21033,-87.8679,37.1453
422,KY,Calloway,21035,-88.2723,36.6211
423,KY,Campbell,21037,-84.3793,38.9465
424,KY,Carlisle,21039,-88.9709,36.8532
425,KY,Carroll,21041,-85.1235,38.6679
426,KY,Carter,21043,-83.0495,38.3181
427,KY,Casey,21045,-84.9283,37.3223
428,KY,Christian,21047,-87.4904,36.8941
429,KY,Clark,21049,-84.1475,37.9709
430,KY,Clay,21051,-83.7146,37.1598
431,KY,Hopkins,21107,-87.541,37.3088
432,KY,Crittenden,21055,-88.0972,37.3527
433,KY,Cumberland,21057,-85.3884,36.7866
434,KY,Daviess,21059,-87.0873,37.7318
435,KY,Edmonson,21061,-86.2385,37.2087
436,KY,Elliott,21063,-83.0976,38.1179
437,KY,Estill,21065,-83.9643,37.6924
438,KY,Fayette,21067,-84.4588,38.0423
439,KY,Fleming,21069,-83.6967,38.3701
440,KY,Floyd,21071,-82.7457,37.5572
441,KY,Franklin,21073,-84.877,38.2391
442,KY,Gallatin,21077,-84.8592,38.7569
443,KY,Garrard,21079,-84.5376,37.6396
444,KY,Grant,21081,-84.6245,38.6488
445,KY,Graves,21083,-88.6512,36.723
446,KY,Grayson,21085,-86.3439,37.4608
447,KY,Green,21087,-85.5531,37.2639
448,KY,Greenup,21089,-82.9223,38.5456
449,KY,Hancock,21091,-86.778,37.8415
450,KY,Hardin,21093,-85.9635,37.6979
451,KY,Harlan,21095,-83.2179,36.857
452,KY,Harrison,21097,-84.3315,38.4418
453,KY,Hickman,21105,-88.9761,36.6781
454,KY,Henry,21103,-85.1189,38.4484
455,KY,Henderson,21101,-87.5729,37.7961
456,KY,Hart,21099,-85.8847,37.2999
457,KY,Laurel,21125,-84.1178,37.1107
458,KY,Clinton,21053,-85.1361,36.7275
459,MI,Roscommon,26143,-84.6116,44.3356
460,MI,Saginaw,26145,-84.0532,43.335
461,MI,St. Joseph,26149,-85.5278,41.9145
462,MI,Shiawassee,26155,-84.1467,42.9537
463,MI,Washtenaw,26161,-83.8384,42.2534
464,MS,Amite,28005,-90.8045,31.1744
465,MS,Attala,28007,-89.5817,33.0863
466,MS,Benton,28009,-89.1885,34.8173
467,MS,Adams,28001,-91.3531,31.4832
468,MS,Yalobusha,28161,-89.7076,34.0282
469,MS,Winston,28159,-89.0344,33.0885
470,MS,Wilkinson,28157,-91.3109,31.161
471,MS,Webster,28155,-89.2848,33.6131
472,MS,Wayne,28153,-88.6958,31.6408
473,MS,Washington,28151,-90.9474,33.2836
474,MS,Warren,28149,-90.8521,32.3573
475,MS,Walthall,28147,-90.1061,31.1485
476,MS,Union,28145,-89.0038,34.4905
477,MS,Tunica,28143,-90.3755,34.652
478,MS,Tishomingo,28141,-88.2393,34.7404
479,MS,Tippah,28139,-88.9089,34.7684
480,MS,Tate,28137,-89.9448,34.6503
481,MS,Tallahatchie,28135,-90.1732,33.9505
482,MS,Sunflower,28133,-90.5886,33.6023
483,MS,Stone,28131,-89.1177,30.79
484,MS,Smith,28129,-89.5067,32.0177
485,MS,Simpson,28127,-89.9195,31.9132
486,MS,Sharkey,28125,-90.8132,32.8797
487,MS,Scott,28123,-89.5376,32.4064
488,MS,Rankin,28121,-89.9457,32.2641
489,MS,Quitman,28119,-90.2891,34.2514
490,MS,Prentiss,28117,-88.5201,34.6183
491,MS,Pontotoc,28115,-89.0374,34.2254
492,MS,Perry,28111,-88.9923,31.172
493,MS,Panola,28107,-89.9505,34.3639
494,MS,Oktibbeha,28105,-88.8793,33.425
495,MS,Noxubee,28103,-88.5698,33.1101
496,MS,Newton,28101,-89.1188,32.4002
497,MS,Neshoba,28099,-89.1176,32.7535
498,MS,Montgomery,28097,-89.6164,33.4941
499,MS,Monroe,28095,-88.4804,33.8923
500,MS,Marshall,28093,-89.5031,34.7623
501,MS,Marion,28091,-89.8224,31.2308
502,IA,Clinton,19045,-90.532,41.898
503,IA,Crawford,19047,-95.3821,42.0372
504,IA,Dallas,19049,-94.0398,41.6849
505,IA,Davis,19051,-92.4097,40.7477
506,IA,Decatur,19053,-93.7863,40.7377
507,IA,Wright,19197,-93.7352,42.7331
508,IA,Winneshiek,19191,-91.8436,43.2906
509,IA,Woodbury,19193,-96.0449,42.3897
510,IA,Worth,19195,-93.2609,43.3774
511,IA,Jones,19105,-91.1314,42.1212
512,IA,Webster,19187,-94.1818,42.4278
513,IA,Winnebago,19189,-93.7342,43.3775
514,IL,Jackson,17077,-89.3821,37.7852
515,IL,Jefferson,17081,-88.924,38.3005
516,IL,Jersey,17083,-90.3566,39.0856
517,IL,Jo Daviess,17085,-90.2123,42.3657
518,IL,Johnson,17087,-88.8809,37.4596
519,IL,Kane,17089,-88.4287,41.939
520,IL,Kankakee,17091,-87.8618,41.1377
521,IL,Kendall,17093,-88.4289,41.5906
522,IL,Iroquois,17075,-87.8243,40.7474
523,IL,La Salle,17099,-88.8859,41.3439
524,IL,Lawrence,17101,-87.7266,38.72
525,IL,Henry,17073,-90.1314,41.3531
526,IL,Livingston,17105,-88.5578,40.8914
527,IL,Logan,17107,-89.3676,40.1245
528,IL,McDonough,17109,-90.678,40.4562
529,IL,McHenry,17111,-88.4524,42.3244
530,IL,McLean,17113,-88.8473,40.4908
531,IL,Macon,17115,-88.9617,39.8599
532,IL,Macoupin,17117,-89.9244,39.261
533,IL,Madison,17119,-89.9051,38.8299
534,IL,Marion,17121,-88.919,38.6496
535,IL,Marshall,17123,-89.3448,41.0332
536,IL,Mason,17125,-89.9168,40.2397
537,IL,Massac,17127,-88.7078,37.219
538,SD,Hyde,46069,-99.4871,44.5474
539,SD,Hutchinson,46067,-97.7546,43.3348
540,SD,Hughes,46065,-99.9961,44.389
541,SD,Harding,46063,-103.4959,45.5804
542,SD,Hanson,46061,-97.7874,43.6748
543,SD,Hand,46059,-99.005,44.5478
544,SD,Hamlin,46057,-97.1883,44.6737
545,SD,Haakon,46055,-101.54,44.2944
546,SD,Gregory,46053,-99.1856,43.1924
547,SD,Grant,46051,-96.7677,45.172
548,SD,Faulk,46049,-99.1453,45.0711
549,SD,Edmunds,46045,-99.2155,45.4188
550,SD,Douglas,46043,-98.3662,43.3871
551,SD,Dewey,46041,-100.8719,45.1566
552,SD,Deuel,46039,-96.668,44.76
553,SD,Day,46037,-97.6075,45.3672
554,SD,Davison,46035,-98.1461,43.675
555,SD,Corson,46031,-101.1969,45.7087
556,SD,Codington,46029,-97.1887,44.9778
557,SD,Clay,46027,-96.9757,42.9146
558,SD,Clark,46025,-97.7295,44.8582
559,SD,Charles Mix,46023,-98.5879,43.2079
560,SD,Campbell,46021,-100.0517,45.7711
561,SD,Buffalo,46017,-99.205,44.0763
562,SD,Brule,46015,-99.081,43.7181
563,SD,Brown,46013,-98.3516,45.5898
564,SD,Brookings,46011,-96.7905,44.3697
565,SD,Bon Homme,46009,-97.8847,42.9884
566,SD,Bennett,46007,-101.6639,43.1949
567,SD,Beadle,46005,-98.2782,44.4145
568,SD,Aurora,46003,-98.5616,43.7182
569,SD,Mellette,46095,-100.76,43.5811
570,SD,Butte,46019,-103.5081,44.9058
571,SD,Jones,46075,-100.6896,43.9604
572,SD,Turner,46125,-97.1488,43.3108
573,SD,Union,46127,-96.6561,42.8324
574,CO,Baca,08009,-102.5605,37.3192
575,CO,Bent,08011,-103.0717,37.9551
576,CO,Cheyenne,08017,-102.6034,38.8279
577,CO,Crowley,08025,-103.7849,38.3266
578,CO,Kit Carson,08063,-102.6029,39.3054
579,CO,Logan,08075,-103.1101,40.7247
580,CO,Morgan,08087,-103.8098,40.2627
581,CO,Otero,08089,-103.7164,37.9027
582,CO,Phillips,08095,-102.3575,40.5939
583,CO,Prowers,08099,-102.3933,37.9552
584,CO,San Juan,08111,-107.6761,37.764
585,CO,Sedgwick,08115,-102.3518,40.8758
586,CO,Washington,08121,-103.2013,39.971
587,CO,Yuma,08125,-102.4243,40.0029
588,KS,Grant,20067,-101.308,37.5622
589,KS,Washington,20201,-97.0874,39.7842
590,KS,Wichita,20203,-101.3474,38.4821
591,KS,Wilson,20205,-95.7434,37.5593
592,KS,Woodson,20207,-95.7402,37.8867
593,KS,Wabaunsee,20197,-96.2049,38.9533
594,KS,Wallace,20199,-101.7636,38.9166
